Gene Symbol,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI
PRPF19,20.44,4.0,6.0,6.0,13.0,48.65,20.44,6.0,6.0,1.73,17.46,5.0,7.0,504.0,55.1,6.61
PRPF8,1.07,2.0,2.0,3.0,3.0,0.0,0.43,1.0,1.0,0.0,0.64,2.0,2.0,2335.0,273.4,8.84
PRPH,20.64,4.0,5.0,11.0,86.0,1066.37,20.64,11.0,42.0,86.51,20.64,11.0,44.0,470.0,53.6,5.47
PRPS2,11.32,10.0,3.0,3.0,7.0,50.59,11.32,3.0,4.0,4.52,11.32,3.0,3.0,318.0,34.7,6.61
PRPSAP2,21.68,11.0,2.0,2.0,4.0,24.31,21.68,2.0,2.0,0.0,21.68,2.0,2.0,143.0,15.8,4.89
PSD,6.15,2.0,3.0,3.0,5.0,34.43,6.15,3.0,3.0,0.0,4.98,2.0,2.0,1024.0,109.5,6.87
PSD3,3.56,6.0,2.0,2.0,5.0,52.77,2.14,1.0,2.0,2.44,3.56,2.0,3.0,982.0,108.9,6.05
PSIP1,3.58,3.0,2.0,2.0,5.0,43.79,3.58,2.0,3.0,0.0,2.08,1.0,2.0,530.0,60.1,9.13
PSMA1,26.24,4.0,5.0,5.0,17.0,230.36,26.24,5.0,8.0,10.65,26.24,5.0,9.0,263.0,29.5,6.61
PSMA3,14.92,4.0,3.0,3.0,8.0,133.56,14.92,3.0,4.0,4.62,14.92,3.0,4.0,248.0,27.6,5.33
PSMA4,14.03,11.0,3.0,3.0,9.0,107.13,14.03,3.0,5.0,4.97,14.03,3.0,4.0,221.0,24.6,6.77
PSMA5,14.11,2.0,2.0,2.0,6.0,48.89,14.11,2.0,3.0,0.0,14.11,2.0,3.0,241.0,26.4,4.79
PSMA6,28.04,6.0,2.0,2.0,4.0,73.78,28.04,2.0,2.0,3.28,28.04,2.0,2.0,107.0,11.6,9.1
PSMA7,8.05,2.0,1.0,1.0,2.0,32.03,8.05,1.0,1.0,0.0,8.05,1.0,1.0,149.0,16.1,8.02
PSMB1,8.3,1.0,1.0,1.0,1.0,25.52,8.3,1.0,1.0,,,,,241.0,26.5,8.13
PSMB3,11.03,2.0,1.0,1.0,1.0,22.66,11.03,1.0,1.0,,,,,145.0,16.2,8.43
PSMB4,5.68,1.0,1.0,1.0,2.0,27.34,5.68,1.0,1.0,0.0,5.68,1.0,1.0,264.0,29.2,5.97
PSMB5,11.02,3.0,1.0,1.0,2.0,35.28,11.02,1.0,1.0,1.67,11.02,1.0,1.0,118.0,12.8,9.57
PSMB6,8.79,1.0,2.0,2.0,6.0,65.39,4.6,1.0,2.0,7.65,8.79,2.0,4.0,239.0,25.3,4.92
PSMC1,21.14,6.0,6.0,7.0,22.0,91.59,21.14,7.0,12.0,10.97,17.05,6.0,10.0,440.0,49.2,6.21
PSMC2,28.41,3.0,10.0,10.0,35.0,310.55,28.41,10.0,18.0,22.34,28.41,10.0,17.0,433.0,48.6,5.95
PSMC3,29.72,7.0,7.0,7.0,15.0,113.84,29.72,7.0,8.0,7.4,25.69,6.0,7.0,397.0,44.3,5.05
PSMC4,23.92,2.0,8.0,8.0,22.0,137.44,17.7,6.0,10.0,9.15,21.77,7.0,12.0,418.0,47.3,5.21
PSMC5,23.37,11.0,6.0,7.0,20.0,88.13,22.61,6.0,11.0,8.19,14.82,5.0,9.0,398.0,44.8,8.18
PSMC6,18.77,6.0,7.0,7.0,20.0,107.24,18.77,7.0,10.0,11.24,18.77,7.0,10.0,389.0,44.1,7.49
PSMD1,13.23,5.0,9.0,9.0,25.0,218.08,13.12,8.0,12.0,18.91,13.23,9.0,13.0,922.0,102.2,5.27
PSMD11,29.62,3.0,10.0,10.0,33.0,132.91,29.62,10.0,17.0,19.65,26.54,9.0,16.0,422.0,47.4,6.48
PSMD12,11.47,2.0,4.0,4.0,8.0,65.62,6.88,3.0,4.0,4.16,9.86,3.0,4.0,436.0,50.5,7.88
PSMD13,19.15,5.0,6.0,6.0,13.0,93.03,16.76,5.0,6.0,7.86,19.15,6.0,7.0,376.0,42.9,5.81
PSMD14,4.19,1.0,1.0,1.0,4.0,56.54,4.19,1.0,2.0,6.1,4.19,1.0,2.0,310.0,34.6,6.52
PSMD2,17.22,5.0,8.0,8.0,25.0,207.89,14.52,7.0,12.0,20.19,17.22,8.0,13.0,778.0,85.6,5.19
PSMD3,22.47,3.0,9.0,9.0,32.0,300.52,22.47,9.0,16.0,21.77,22.47,9.0,16.0,534.0,60.9,8.44
PSMD4,22.81,5.0,4.0,4.0,12.0,105.09,22.81,4.0,6.0,12.82,22.81,4.0,6.0,377.0,40.7,4.79
PSMD5,20.83,3.0,1.0,1.0,1.0,,,,,0.0,20.83,1.0,1.0,72.0,8.2,6.54
PSMD6,27.76,7.0,8.0,8.0,21.0,238.38,27.76,8.0,11.0,21.68,23.39,7.0,10.0,389.0,45.5,5.62
PSMD7,12.35,5.0,3.0,3.0,5.0,54.64,12.35,3.0,3.0,1.94,9.26,2.0,2.0,324.0,37.0,6.77
PSMD8,4.65,4.0,1.0,1.0,2.0,,,,,1.63,4.65,1.0,2.0,172.0,19.8,6.93
PSPC1,22.14,2.0,6.0,6.0,16.0,77.9,22.14,6.0,8.0,0.0,22.14,6.0,8.0,393.0,45.5,6.58
PTBP1,12.62,13.0,3.0,4.0,14.0,194.3,12.62,4.0,7.0,10.24,12.62,4.0,7.0,531.0,57.2,9.17
PTBP2,25.05,15.0,7.0,8.0,27.0,203.44,25.05,8.0,13.0,17.92,25.05,8.0,14.0,531.0,57.5,8.66
PTK6,3.55,1.0,1.0,1.0,1.0,,,,,0.0,3.55,1.0,1.0,451.0,51.8,7.03
PTOV1,17.12,5.0,1.0,1.0,1.0,,,,,0.0,17.12,1.0,1.0,111.0,13.2,10.84
PTPN23,2.19,2.0,2.0,2.0,3.0,45.21,2.19,2.0,2.0,0.0,1.66,1.0,1.0,1510.0,164.5,6.92
PTPRD,6.72,18.0,1.0,7.0,18.0,143.61,6.72,7.0,9.0,11.18,6.72,7.0,9.0,1383.0,156.0,6.61
PTPRO,4.51,4.0,1.0,1.0,1.0,,,,,0.0,4.51,1.0,1.0,377.0,43.7,6.47
PTPRS,7.33,16.0,2.0,8.0,24.0,228.4,7.33,8.0,12.0,18.73,7.33,8.0,12.0,1501.0,168.3,6.54
PTPRZ1,2.97,3.0,4.0,4.0,12.0,89.66,2.97,4.0,6.0,9.25,2.97,4.0,6.0,1448.0,162.6,5.19
PURA,9.01,6.0,2.0,2.0,6.0,55.6,9.01,2.0,3.0,5.19,9.01,2.0,3.0,322.0,34.9,6.44
PYGB,8.78,6.0,3.0,5.0,12.0,88.67,8.78,5.0,7.0,2.5,6.88,4.0,5.0,843.0,96.6,6.86
PYGM,7.03,6.0,1.0,3.0,9.0,52.2,7.03,3.0,5.0,0.0,7.03,3.0,4.0,754.0,87.3,8.41
RAB10,22.5,72.0,2.0,4.0,18.0,120.1,22.5,4.0,9.0,7.92,22.5,4.0,9.0,200.0,22.5,8.38
RAB2A,7.18,4.0,1.0,1.0,2.0,24.9,7.18,1.0,1.0,1.95,7.18,1.0,1.0,181.0,20.8,9.86
RAB35,25.95,74.0,2.0,4.0,16.0,87.26,25.95,4.0,8.0,8.26,25.95,4.0,8.0,185.0,21.2,8.31
RAB7A,14.29,4.0,1.0,1.0,2.0,24.31,14.29,1.0,1.0,0.0,14.29,1.0,1.0,98.0,11.0,8.78
RABEP1,5.01,3.0,4.0,4.0,8.0,68.19,3.91,3.0,4.0,0.0,5.01,4.0,4.0,819.0,94.1,4.97
RABGAP1,4.91,4.0,1.0,1.0,2.0,27.53,4.91,1.0,1.0,1.67,4.91,1.0,1.0,265.0,28.7,4.6
RABGEF1,2.24,6.0,1.0,1.0,2.0,0.0,2.24,1.0,1.0,1.67,2.24,1.0,1.0,491.0,56.9,7.02
RAC1,38.02,6.0,4.0,10.0,54.0,404.25,38.02,9.0,27.0,49.98,38.02,10.0,27.0,192.0,21.4,8.5
RAC3,33.33,7.0,2.0,8.0,36.0,268.81,33.33,7.0,18.0,29.3,33.33,8.0,18.0,192.0,21.4,8.15
RAD23B,14.24,3.0,2.0,2.0,3.0,39.91,14.24,2.0,2.0,0.0,5.64,1.0,1.0,337.0,35.0,4.68
RAE1,2.45,2.0,1.0,1.0,2.0,24.79,2.45,1.0,1.0,0.0,2.45,1.0,1.0,368.0,40.9,7.83
RAF1,4.23,3.0,1.0,1.0,1.0,,,,,0.0,4.23,1.0,1.0,567.0,64.0,9.13
RAI14,6.94,5.0,6.0,6.0,11.0,97.06,5.05,4.0,4.0,5.09,6.94,6.0,7.0,951.0,106.8,5.97
RALA,13.11,5.0,2.0,2.0,8.0,57.86,13.11,2.0,4.0,2.75,13.11,2.0,4.0,206.0,23.6,7.11
RALGAPA1,1.58,9.0,2.0,2.0,2.0,,,,,2.28,1.58,2.0,2.0,1961.0,221.0,6.14
RALGAPB,5.17,7.0,3.0,3.0,5.0,28.17,5.17,3.0,3.0,2.03,3.29,2.0,2.0,1490.0,166.3,6.79
RALY,28.69,11.0,5.0,5.0,11.0,52.73,24.89,4.0,5.0,6.62,19.83,4.0,6.0,237.0,24.7,10.49
RAN,16.67,6.0,3.0,3.0,7.0,44.76,16.67,3.0,3.0,4.05,16.67,3.0,4.0,216.0,24.4,7.49
RAP1A,14.67,1.0,1.0,2.0,6.0,77.02,14.67,2.0,3.0,1.98,14.67,2.0,3.0,184.0,21.0,6.67
RAP1B,26.21,10.0,1.0,2.0,6.0,78.31,26.21,2.0,3.0,2.09,26.21,2.0,3.0,103.0,11.9,5.55
RAP1GDS1,1.36,8.0,1.0,1.0,2.0,37.75,1.36,1.0,1.0,0.0,1.36,1.0,1.0,516.0,56.5,5.44
RAPGEF2,3.4,2.0,3.0,3.0,8.0,56.46,3.4,3.0,4.0,2.45,3.4,3.0,4.0,1499.0,167.3,6.67
RAPH1,2.64,2.0,2.0,2.0,5.0,31.55,2.64,2.0,2.0,2.02,2.64,2.0,3.0,1250.0,135.2,8.85
RARS,3.3,3.0,1.0,1.0,1.0,,,,,0.0,3.3,1.0,1.0,454.0,52.3,6.64
RBBP4,20.26,15.0,5.0,5.0,12.0,97.76,20.26,5.0,6.0,8.09,20.26,5.0,6.0,390.0,43.5,4.96
RBFOX2,7.81,30.0,1.0,1.0,1.0,,,,,0.0,7.81,1.0,1.0,128.0,14.0,5.36
RBM14,18.98,7.0,10.0,10.0,32.0,327.74,18.98,10.0,16.0,24.67,18.98,10.0,16.0,669.0,69.4,9.67
RBM39,6.49,7.0,1.0,1.0,1.0,,,,,1.64,6.49,1.0,1.0,231.0,27.1,11.41
RBM4,15.38,10.0,3.0,3.0,6.0,84.88,15.38,3.0,3.0,2.68,15.38,3.0,3.0,364.0,40.3,7.08
RBM8A,10.98,2.0,1.0,1.0,3.0,33.65,10.98,1.0,2.0,2.02,10.98,1.0,1.0,173.0,19.7,5.92
RBMX,37.08,11.0,7.0,17.0,69.0,471.4,37.08,16.0,34.0,40.85,35.04,16.0,35.0,391.0,42.3,10.05
RBMXL1,27.95,2.0,1.0,11.0,44.0,306.3,24.36,9.0,20.0,25.93,27.95,11.0,24.0,390.0,42.1,9.89
RC3H2,9.04,5.0,1.0,1.0,1.0,,,,,0.0,9.04,1.0,1.0,188.0,21.2,5.11
RELA,3.71,6.0,1.0,1.0,2.0,35.52,3.71,1.0,1.0,0.0,3.71,1.0,1.0,377.0,42.8,8.37
REPS1,4.54,8.0,2.0,2.0,6.0,44.42,4.54,2.0,3.0,0.0,4.54,2.0,3.0,705.0,76.8,5.83
RFPL1,9.46,1.0,1.0,1.0,1.0,,,,,0.0,9.46,1.0,1.0,317.0,35.5,7.52
RGMA,6.74,5.0,1.0,1.0,2.0,37.7,6.74,1.0,1.0,2.82,6.74,1.0,1.0,341.0,37.6,6.73
RGS12,1.67,7.0,2.0,2.0,4.0,57.45,1.67,2.0,2.0,3.46,1.67,2.0,2.0,1376.0,149.5,7.5
RGS17,3.81,1.0,1.0,1.0,1.0,36.69,3.81,1.0,1.0,,,,,210.0,24.3,5.71
RHOB,13.27,1.0,3.0,3.0,8.0,59.72,13.27,3.0,4.0,4.2,13.27,3.0,4.0,196.0,22.1,5.24
RHOT1,5.26,9.0,1.0,1.0,2.0,27.46,5.26,1.0,1.0,0.0,5.26,1.0,1.0,190.0,21.9,8.25
RIC8A,9.62,12.0,3.0,3.0,6.0,80.57,9.62,3.0,3.0,4.08,9.62,3.0,3.0,530.0,59.6,5.33
RIMS1,1.64,16.0,1.0,1.0,1.0,,,,,0.0,1.64,1.0,1.0,610.0,67.7,10.04
RLF,0.68,1.0,1.0,1.0,1.0,,,,,1.82,0.68,1.0,1.0,1914.0,217.8,6.77
RNF214,5.26,3.0,1.0,1.0,2.0,,,,,0.0,5.26,1.0,2.0,513.0,57.5,7.64
RNH1,7.94,4.0,1.0,1.0,2.0,26.33,7.94,1.0,1.0,0.0,7.94,1.0,1.0,189.0,20.5,4.73
ROBO2,2.3,12.0,1.0,1.0,1.0,,,,,0.0,2.3,1.0,1.0,564.0,62.5,6.35
ROGDI,11.11,4.0,1.0,1.0,2.0,29.39,11.11,1.0,1.0,0.0,11.11,1.0,1.0,171.0,19.1,7.5
RPL10,12.09,5.0,1.0,1.0,4.0,31.81,12.09,1.0,2.0,0.0,12.09,1.0,2.0,91.0,10.0,11.81
RPL10A,28.57,1.0,5.0,5.0,12.0,59.84,27.19,4.0,6.0,2.55,28.57,5.0,6.0,217.0,24.8,9.94
RPL11,12.99,4.0,2.0,2.0,8.0,116.0,12.99,2.0,4.0,7.09,12.99,2.0,4.0,177.0,20.1,9.6
RPL12,47.27,2.0,5.0,5.0,16.0,165.0,47.27,5.0,8.0,12.86,47.27,5.0,8.0,165.0,17.8,9.42
RPL13,28.44,6.0,6.0,6.0,16.0,125.9,28.44,6.0,9.0,6.86,23.7,5.0,7.0,211.0,24.2,11.65
RPL13A,2.96,2.0,1.0,1.0,2.0,30.94,2.96,1.0,1.0,0.0,2.96,1.0,1.0,203.0,23.6,10.93
RPL14,18.55,2.0,2.0,2.0,4.0,74.01,18.55,2.0,2.0,2.82,18.55,2.0,2.0,124.0,14.5,10.21
RPL15,6.77,4.0,1.0,1.0,4.0,40.5,6.77,1.0,2.0,1.62,6.77,1.0,2.0,133.0,15.7,11.0
RPL17,21.43,7.0,1.0,1.0,1.0,0.0,21.43,1.0,1.0,,,,,56.0,6.5,10.35
RPL18,37.11,7.0,5.0,5.0,14.0,85.9,37.11,5.0,7.0,6.96,37.11,5.0,7.0,159.0,18.1,11.84
RPL18A,9.49,5.0,1.0,1.0,4.0,74.47,9.49,1.0,2.0,4.71,9.49,1.0,2.0,137.0,16.2,10.67
RPL19,13.28,4.0,1.0,1.0,4.0,127.98,13.28,1.0,2.0,4.77,13.28,1.0,2.0,128.0,15.0,11.97
RPL22,27.66,7.0,1.0,1.0,4.0,70.39,27.66,1.0,2.0,3.95,27.66,1.0,2.0,47.0,5.1,9.42
RPL23,20.0,5.0,2.0,2.0,8.0,64.45,20.0,2.0,4.0,3.69,20.0,2.0,4.0,140.0,14.9,10.51
RPL23A,24.29,5.0,1.0,1.0,2.0,21.03,24.29,1.0,1.0,2.32,24.29,1.0,1.0,70.0,7.9,9.23
RPL24,21.49,3.0,2.0,2.0,4.0,42.59,21.49,2.0,2.0,4.73,21.49,2.0,2.0,121.0,14.4,11.31
RPL26,14.43,8.0,1.0,1.0,1.0,,,,,0.0,14.43,1.0,1.0,97.0,11.6,10.9
RPL27,12.5,4.0,2.0,2.0,6.0,56.32,12.5,2.0,3.0,1.97,12.5,2.0,3.0,136.0,15.8,10.56
RPL27A,22.22,4.0,2.0,2.0,5.0,48.6,22.22,2.0,2.0,2.56,22.22,2.0,3.0,108.0,12.2,11.46
RPL29,9.43,1.0,1.0,1.0,4.0,56.54,9.43,1.0,2.0,2.06,9.43,1.0,2.0,159.0,17.7,11.66
RPL3,25.31,7.0,9.0,9.0,30.0,278.23,25.31,9.0,15.0,16.17,25.31,9.0,15.0,403.0,46.1,10.18
RPL30,24.56,3.0,2.0,2.0,6.0,104.33,24.56,2.0,3.0,7.35,24.56,2.0,3.0,114.0,12.6,9.55
RPL32,9.77,3.0,1.0,1.0,1.0,,,,,0.0,9.77,1.0,1.0,133.0,15.6,11.44
RPL35,7.32,1.0,1.0,1.0,3.0,0.0,7.32,1.0,2.0,0.0,7.32,1.0,1.0,123.0,14.5,11.05
RPL36,23.4,3.0,2.0,2.0,6.0,27.37,23.4,2.0,4.0,0.0,10.64,1.0,2.0,94.0,10.8,11.6
RPL4,38.88,4.0,16.0,16.0,51.0,321.67,37.0,14.0,25.0,31.13,38.88,16.0,26.0,427.0,47.7,11.06
RPL5,37.69,2.0,3.0,3.0,16.0,160.64,37.69,3.0,8.0,11.31,37.69,3.0,8.0,130.0,14.1,7.78
RPL6,38.5,5.0,8.0,8.0,21.0,118.22,33.63,6.0,11.0,11.25,34.07,7.0,10.0,226.0,25.9,10.67
RPL7,30.77,4.0,5.0,5.0,19.0,158.99,25.48,4.0,9.0,15.45,30.77,5.0,10.0,208.0,24.4,10.67
RPL7A,39.47,3.0,8.0,8.0,29.0,291.11,34.96,7.0,14.0,18.81,39.47,8.0,15.0,266.0,30.0,10.61
RPL8,22.93,5.0,5.0,5.0,12.0,103.35,22.93,5.0,6.0,7.11,22.44,4.0,6.0,205.0,22.4,10.76
RPLP0,29.41,13.0,4.0,4.0,16.0,219.31,29.41,4.0,8.0,17.92,29.41,4.0,8.0,255.0,27.4,8.24
RPLP1,51.75,1.0,2.0,2.0,5.0,58.25,37.72,1.0,2.0,2.27,51.75,2.0,3.0,114.0,11.5,4.32
RPLP2,35.87,2.0,1.0,1.0,1.0,,,,,0.0,35.87,1.0,1.0,92.0,9.1,4.46
RPN1,13.67,3.0,7.0,7.0,14.0,150.78,13.67,7.0,8.0,10.48,11.04,5.0,6.0,607.0,68.5,6.38
RPN2,13.77,4.0,1.0,1.0,1.0,,,,,0.0,13.77,1.0,1.0,167.0,18.2,5.49
RPS10,20.0,2.0,2.0,2.0,3.0,35.51,20.0,2.0,2.0,0.0,5.45,1.0,1.0,165.0,18.9,10.15
RPS11,34.18,4.0,4.0,4.0,10.0,73.59,27.22,3.0,5.0,3.35,34.18,4.0,5.0,158.0,18.4,10.3
RPS13,30.46,3.0,5.0,5.0,12.0,86.65,30.46,5.0,6.0,3.72,23.84,4.0,6.0,151.0,17.2,10.54
RPS14,11.26,1.0,2.0,2.0,5.0,26.94,10.6,1.0,2.0,4.79,11.26,2.0,3.0,151.0,16.3,10.05
RPS18,28.29,2.0,5.0,5.0,14.0,100.3,28.29,5.0,7.0,4.2,28.29,5.0,7.0,152.0,17.7,10.99
RPS2,11.79,3.0,2.0,2.0,8.0,50.37,11.79,2.0,4.0,5.91,11.79,2.0,4.0,195.0,21.1,9.83
RPS20,19.33,4.0,2.0,2.0,6.0,42.73,19.33,2.0,3.0,2.35,19.33,2.0,3.0,119.0,13.4,9.94
RPS26,13.04,2.0,1.0,1.0,1.0,,,,,0.0,13.04,1.0,1.0,115.0,13.0,11.0
RPS3,25.1,13.0,6.0,6.0,21.0,140.43,25.1,6.0,10.0,16.52,25.1,6.0,11.0,243.0,26.7,9.66
RPS3A,40.72,13.0,6.0,6.0,20.0,149.52,36.08,5.0,9.0,9.91,40.72,6.0,11.0,194.0,22.6,9.76
RPS4X,24.71,5.0,7.0,7.0,22.0,157.03,24.71,7.0,10.0,15.38,24.71,7.0,12.0,263.0,29.6,10.15
RPS5,28.36,4.0,3.0,3.0,12.0,160.79,28.36,3.0,6.0,7.81,28.36,3.0,6.0,134.0,14.8,8.48
RPS6,12.05,3.0,2.0,2.0,10.0,27.24,12.05,2.0,5.0,2.16,12.05,2.0,5.0,249.0,28.7,10.84
RPS8,26.92,2.0,5.0,5.0,17.0,168.07,25.96,4.0,7.0,11.9,26.92,5.0,10.0,208.0,24.2,10.32
RPSA,31.44,3.0,5.0,5.0,13.0,212.63,31.44,5.0,7.0,9.33,28.41,4.0,6.0,264.0,29.5,5.25
RPUSD3,5.88,7.0,1.0,1.0,1.0,,,,,1.6,5.88,1.0,1.0,136.0,14.9,10.98
RQCD1,6.98,3.0,1.0,1.0,2.0,25.13,6.98,1.0,1.0,0.0,6.98,1.0,1.0,258.0,29.1,8.03
RRAS2,9.45,5.0,1.0,1.0,2.0,56.53,9.45,1.0,1.0,2.05,9.45,1.0,1.0,127.0,15.1,8.29
RSPRY1,1.91,1.0,1.0,1.0,2.0,23.11,1.91,1.0,1.0,0.0,1.91,1.0,1.0,576.0,64.1,5.57
RTCA,2.73,2.0,1.0,1.0,2.0,31.24,2.73,1.0,1.0,0.0,2.73,1.0,1.0,366.0,39.3,7.85
RTN1,7.99,4.0,4.0,4.0,10.0,84.68,7.99,4.0,5.0,9.76,7.99,4.0,5.0,776.0,83.6,4.69
RTN3,1.52,3.0,1.0,1.0,4.0,41.59,1.52,1.0,2.0,1.88,1.52,1.0,2.0,920.0,100.8,4.93
RTN4,22.82,9.0,18.0,18.0,112.0,759.82,22.82,18.0,50.0,110.81,22.82,18.0,62.0,1192.0,129.9,4.5
RTN4R,12.05,3.0,3.0,3.0,7.0,75.18,12.05,3.0,4.0,5.25,9.73,2.0,3.0,473.0,50.7,8.87
RTN4RL2,18.57,3.0,5.0,6.0,12.0,144.89,18.57,6.0,6.0,11.12,18.57,6.0,6.0,420.0,46.1,7.62
RTTN,0.59,2.0,1.0,1.0,1.0,,,,,0.0,0.59,1.0,1.0,2200.0,245.5,6.73
RUFY3,22.33,7.0,8.0,8.0,22.0,238.57,19.57,7.0,11.0,17.85,19.76,7.0,11.0,506.0,55.8,5.57
RUNDC3A,9.07,4.0,2.0,2.0,3.0,56.96,9.07,2.0,2.0,1.92,3.85,1.0,1.0,364.0,41.3,5.67
RUVBL1,31.58,6.0,12.0,12.0,44.0,346.49,31.14,11.0,22.0,30.28,31.58,12.0,22.0,456.0,50.2,6.42
RUVBL2,27.43,5.0,10.0,10.0,34.0,333.62,27.43,10.0,17.0,23.93,27.43,10.0,17.0,463.0,51.1,5.64
SAFB,15.66,7.0,7.0,7.0,16.0,80.0,9.37,5.0,7.0,2.7,14.06,6.0,9.0,747.0,84.6,6.67
SAMM50,11.3,2.0,4.0,4.0,8.0,73.0,6.61,2.0,3.0,4.0,11.3,4.0,5.0,469.0,51.9,6.9
SARM1,10.77,4.0,5.0,5.0,12.0,92.74,10.77,5.0,6.0,7.53,10.77,5.0,6.0,724.0,79.3,6.55
SARS,8.95,2.0,3.0,3.0,6.0,118.37,8.95,3.0,4.0,2.49,7.39,2.0,2.0,514.0,58.7,6.43
SATB2,21.63,5.0,11.0,11.0,27.0,117.39,21.63,11.0,14.0,9.65,21.63,11.0,13.0,615.0,69.1,6.57
SBF1,6.32,4.0,7.0,7.0,15.0,91.27,6.32,7.0,7.0,2.62,6.32,7.0,8.0,1867.0,208.2,6.9
SBF2,3.63,3.0,1.0,1.0,2.0,26.27,3.63,1.0,1.0,0.0,3.63,1.0,1.0,331.0,36.5,9.85
SCCPDH,6.29,1.0,2.0,2.0,5.0,39.6,6.29,2.0,3.0,2.12,6.29,2.0,2.0,429.0,47.1,9.14
SCNN1B,14.86,5.0,1.0,1.0,1.0,,,,,0.0,14.86,1.0,1.0,296.0,33.7,8.51
SCRIB,6.5,7.0,6.0,6.0,19.0,155.17,6.5,6.0,10.0,12.41,6.5,6.0,9.0,1630.0,174.8,5.07
SCRN1,19.17,4.0,3.0,3.0,8.0,57.42,19.17,3.0,5.0,2.54,19.17,3.0,3.0,240.0,27.2,4.82
SCUBE1,3.24,1.0,2.0,2.0,3.0,51.45,3.24,2.0,2.0,1.95,1.82,1.0,1.0,988.0,107.8,6.83
SCYL2,9.57,3.0,1.0,1.0,1.0,27.63,9.57,1.0,1.0,,,,,115.0,13.0,5.15
SDC3,6.51,2.0,1.0,1.0,4.0,52.52,6.51,1.0,2.0,3.42,6.51,1.0,2.0,384.0,39.6,4.61
SEC13,15.85,5.0,3.0,3.0,7.0,52.82,15.85,3.0,4.0,6.09,15.85,3.0,3.0,284.0,31.6,5.82
SEC14L4,5.0,4.0,1.0,1.0,1.0,,,,,0.0,5.0,1.0,1.0,360.0,41.0,8.34
SEC16A,7.55,7.0,11.0,11.0,31.0,157.71,7.55,11.0,16.0,8.76,7.55,11.0,15.0,2357.0,251.7,5.8
SEC23A,12.77,8.0,1.0,1.0,1.0,,,,,1.99,12.77,1.0,1.0,94.0,11.1,8.09
SEC24B,3.08,3.0,2.0,2.0,4.0,50.01,3.08,2.0,2.0,0.0,3.08,2.0,2.0,1233.0,133.5,7.39
SEC24C,6.67,4.0,5.0,5.0,12.0,154.7,6.67,5.0,6.0,4.67,6.67,5.0,6.0,975.0,106.6,6.96
SEMA7A,10.06,3.0,6.0,6.0,17.0,184.52,9.16,5.0,8.0,13.02,10.06,6.0,9.0,666.0,74.8,7.64
SEPT11,43.76,42.0,13.0,18.0,77.0,522.98,41.41,17.0,38.0,57.0,43.76,17.0,39.0,425.0,49.0,6.96
SEPT2,39.34,17.0,10.0,10.0,30.0,255.04,39.34,10.0,15.0,21.43,38.78,9.0,15.0,361.0,41.5,6.6
SEPT3,18.53,5.0,5.0,5.0,37.0,210.43,18.53,5.0,18.0,26.6,18.53,5.0,19.0,286.0,33.0,6.62
SEPT5,40.11,17.0,13.0,13.0,65.0,469.3,40.11,13.0,33.0,50.38,38.75,12.0,32.0,369.0,42.7,6.67
SEPT6,18.74,9.0,3.0,7.0,31.0,192.82,16.16,5.0,13.0,21.92,18.74,7.0,18.0,427.0,48.8,6.81
SEPT7,46.1,10.0,18.0,19.0,72.0,356.61,40.6,18.0,33.0,52.13,45.87,18.0,39.0,436.0,50.5,8.63
SEPT9,10.26,13.0,2.0,2.0,8.0,85.5,10.26,2.0,4.0,6.15,10.26,2.0,4.0,195.0,22.2,9.36
SERPINB4,12.43,6.0,4.0,4.0,9.0,62.2,8.28,3.0,4.0,4.2,12.43,4.0,5.0,338.0,38.8,6.2
SERPINC1,2.16,1.0,1.0,1.0,1.0,,,,,0.0,2.16,1.0,1.0,464.0,52.6,6.71
SESTD1,1.87,1.0,1.0,1.0,2.0,57.25,1.87,1.0,1.0,2.3,1.87,1.0,1.0,696.0,79.3,5.1
SEZ6,1.5,8.0,1.0,1.0,2.0,0.0,1.5,1.0,1.0,0.0,1.5,1.0,1.0,869.0,94.0,5.45
SF3A1,4.54,3.0,2.0,2.0,4.0,50.88,4.54,2.0,2.0,1.64,4.54,2.0,2.0,793.0,88.8,5.22
SF3A3,2.68,2.0,1.0,1.0,4.0,49.16,2.68,1.0,2.0,2.14,2.68,1.0,2.0,448.0,52.4,5.27
SF3B1,1.23,1.0,1.0,1.0,1.0,28.15,1.23,1.0,1.0,,,,,1304.0,145.7,7.09
SF3B3,5.76,2.0,2.0,2.0,3.0,44.15,4.01,1.0,1.0,2.71,5.76,2.0,2.0,399.0,44.6,5.34
SFN,14.35,2.0,1.0,3.0,15.0,76.48,14.35,3.0,7.0,7.96,14.35,3.0,8.0,216.0,24.3,4.82
SFPQ,23.2,3.0,13.0,14.0,75.0,906.13,23.2,14.0,39.0,83.33,23.2,14.0,36.0,707.0,76.1,9.44
SFRP1,5.1,1.0,1.0,1.0,4.0,27.36,5.1,1.0,2.0,0.0,5.1,1.0,2.0,314.0,35.4,8.85
SFRS3,20.97,2.0,2.0,2.0,7.0,74.49,20.97,2.0,4.0,4.05,20.97,2.0,3.0,124.0,14.2,10.08
