Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
130,APOE,"['long-term memory', 'very-low-density lipoprotein particle', 'regulation of cellular response to very-low-density lipoprotein particle stimulus', 'cholesterol binding', 'high-density lipoprotein particle assembly', 'positive regulation of heparan sulfate binding', 'G protein-coupled receptor signaling pathway', 'heparan sulfate proteoglycan binding', 'positive regulation by host of viral process', 'cholesterol transporter activity', 'cytoskeleton organization', 'negative regulation of cholesterol biosynthetic process', 'positive regulation of cholesterol efflux', 'positive regulation of ERK1 and ERK2 cascade', 'post-translational protein modification', 'negative regulation of neuron apoptotic process', 'lipoprotein particle binding', 'lipoprotein biosynthetic process', 'high-density lipoprotein particle remodeling', 'negative regulation of gene expression', 'cellular oxidant detoxification', 'positive regulation of amyloid fibril formation', 'low-density lipoprotein particle remodeling', 'synaptic transmission, cholinergic', 'regulation of Cdc42 protein signal transduction', 'regulation of neuronal synaptic plasticity', 'positive regulation of endocytosis', 'response to caloric restriction', 'discoidal high-density lipoprotein particle', 'negative regulation of presynaptic membrane organization', 'plasma membrane', 'antioxidant activity', 'blood microparticle', 'positive regulation of heparan sulfate proteoglycan binding', 'positive regulation of postsynaptic membrane organization', 'chylomicron remnant clearance', 'long-chain fatty acid transport', 'negative regulation of blood vessel endothelial cell migration', 'positive regulation of nitric-oxide synthase activity', 'positive regulation of membrane protein ectodomain proteolysis', 'negative regulation of long-term synaptic potentiation', 'AMPA glutamate receptor clustering', 'positive regulation of dendritic spine development', 'receptor-mediated endocytosis', 'very-low-density lipoprotein particle clearance', 'response to dietary excess', 'retinoid metabolic process', 'protein homodimerization activity', 'locomotory exploration behavior', 'lipid transport involved in lipid storage', 'extracellular exosome', 'regulation of transcription by RNA polymerase II', 'positive regulation of low-density lipoprotein particle receptor catabolic process', 'metal chelating activity', 'regulation of protein homooligomerization', 'tau protein binding', 'low-density lipoprotein particle receptor binding', 'negative regulation of triglyceride metabolic process', 'vasodilation', 'intermediate-density lipoprotein particle clearance', 'cholesterol homeostasis', 'chylomicron', 'regulation of behavioral fear response', 'intracellular transport', 'negative regulation of protein secretion', 'regulation of axon extension', 'artery morphogenesis', 'cholesterol catabolic process', 'endoplasmic reticulum lumen', 'negative regulation of canonical Wnt signaling pathway', 'low-density lipoprotein particle', 'very-low-density lipoprotein particle receptor binding', 'amyloid-beta binding', 'triglyceride homeostasis', 'fatty acid homeostasis', 'triglyceride catabolic process', 'negative regulation of neuron projection development', 'very-low-density lipoprotein particle remodeling', 'collagen-containing extracellular matrix', 'maintenance of location in cell', 'regulation of proteasomal protein catabolic process', 'protein import', 'positive regulation of dendritic spine maintenance', 'negative regulation of endothelial cell proliferation', 'positive regulation of phospholipid efflux', 'cGMP-mediated signaling', 'dendrite', 'positive regulation of lipid biosynthetic process', 'chylomicron remodeling', 'lipoprotein catabolic process', 'clathrin-coated endocytic vesicle membrane', 'phosphatidylcholine-sterol O-acyltransferase activator activity', 'intermediate-density lipoprotein particle', 'synaptic cleft', 'regulation of innate immune response', 'nitric oxide mediated signal transduction', 'nucleus', 'negative regulation of MAP kinase activity', 'positive regulation of lipid transport across blood-brain barrier', 'structural molecule activity', 'phospholipid binding', 'cellular calcium ion homeostasis', 'NMDA glutamate receptor clustering', 'glutamatergic synapse', 'positive regulation of cholesterol esterification', 'early endosome', 'Golgi apparatus', 'high-density lipoprotein particle clearance', 'negative regulation of platelet activation', 'chylomicron assembly', 'response to reactive oxygen species', 'negative regulation of amyloid-beta formation', 'heparin binding', 'regulation of amyloid-beta clearance', 'virion assembly', 'endocytic vesicle lumen', 'negative regulation of inflammatory response', 'reverse cholesterol transport', 'neuronal cell body', 'positive regulation of transcription, DNA-templated']",4,1,3,4,2
131,PRKAR1A,"['negative regulation of meiotic nuclear division', 'immunological synapse', 'plasma membrane raft', 'negative regulation of activated T cell proliferation', 'axoneme', 'cardiac muscle cell proliferation', 'neuromuscular junction', 'female meiotic nuclear division', 'negative regulation of cAMP-dependent protein kinase activity', 'ciliary base', 'cAMP-dependent protein kinase regulator activity', 'cytosol', 'glutamatergic synapse', 'mesoderm formation', 'blood coagulation', 'sarcomere organization', 'nucleotide-activated protein kinase complex', 'cellular response to glucagon stimulus', 'activation of protein kinase A activity', 'cAMP-dependent protein kinase complex', 'cAMP-dependent protein kinase inhibitor activity', 'cAMP binding', 'regulation of transcription by RNA polymerase II', ""3',5'-cyclic-GMP phosphodiesterase activity"", 'protein kinase A catalytic subunit binding', 'renal water homeostasis', 'ubiquitin protein ligase binding', 'protein domain specific binding', 'cGMP-mediated signaling']",2,0,2,1,0
132,WASF1,"['focal adhesion', 'lamellipodium', 'positive regulation of neurotrophin TRK receptor signaling pathway', 'Rac protein signal transduction', 'dendrite cytoplasm', 'dendritic transport of mitochondrion', 'protein kinase A binding', 'cellular response to brain-derived neurotrophic factor stimulus', 'actin binding', 'dendrite extension', 'mitochondrial outer membrane', 'actin cytoskeleton', 'positive regulation of Arp2/3 complex-mediated actin nucleation', 'SCAR complex', 'modification of postsynaptic actin cytoskeleton', 'lamellipodium morphogenesis', 'Rac GTPase binding', 'receptor-mediated endocytosis', 'postsynapse']",3,1,2,2,1
133,NAPA,"['presynapse', 'positive regulation of ATPase activity', 'regulation of synaptic vesicle priming', 'plasma membrane', 'synaptic transmission, glutamatergic', 'soluble NSF attachment protein activity', 'membrane fusion', 'postsynapse', 'brain development', 'intracellular protein transport', 'COPII vesicle coating', 'retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum', 'apical protein localization', 'intra-Golgi vesicle-mediated transport', 'cytosol', 'glutamatergic synapse', 'vacuolar membrane', 'neuron differentiation', 'Golgi membrane', 'synaptobrevin 2-SNAP-25-syntaxin-1a complex', 'SNARE complex disassembly', 'syntaxin binding', 'extracellular exosome', 'protein-containing complex binding']",0,2,1,1,1
134,NLGN1,"['negative regulation of dendritic spine morphogenesis', 'presynapse', 'protein targeting', 'PDZ domain binding', 'regulation of respiratory gaseous exchange by neurological system process', 'synaptic membrane adhesion', 'cytoskeletal matrix organization at active zone', 'signaling receptor activity', 'receptor localization to synapse', 'excitatory synapse assembly', 'positive regulation of presynaptic active zone assembly', 'terminal button organization', 'neurexin clustering involved in presynaptic membrane assembly', 'postsynaptic specialization assembly', 'NMDA selective glutamate receptor complex', 'neuron projection arborization', 'dendritic shaft', 'positive regulation of synaptic transmission, GABAergic', 'asymmetric, glutamatergic, excitatory synapse', 'positive regulation of synaptic vesicle endocytosis', 'synaptic vesicle targeting', 'positive regulation of ruffle assembly', 'NMDA glutamate receptor clustering', 'positive regulation of intracellular signal transduction', 'neuron cell-cell adhesion', 'AMPA glutamate receptor clustering', 'protein heterotetramerization', 'positive regulation of dendritic spine development', 'postsynaptic density protein 95 clustering', 'positive regulation of synaptic vesicle clustering', 'scaffold protein binding', 'positive regulation of circadian sleep/wake cycle, wakefulness', 'regulation of AMPA receptor activity', 'regulation of NMDA receptor activity', 'cell junction', 'protein dimerization activity', 'Golgi apparatus', 'long-term synaptic potentiation', 'external side of plasma membrane', 'spanning component of membrane', 'retrograde trans-synaptic signaling by trans-synaptic protein complex', 'postsynaptic density', 'integral component of postsynaptic specialization membrane', 'amyloid-beta binding', 'positive regulation of synaptic vesicle exocytosis', 'dendritic spine', 'heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules', 'calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules', 'cellular response to calcium ion', 'cell adhesion molecule binding', 'protein homooligomerization', 'neurexin family protein binding', 'neuronal signal transduction', 'positive regulation of filopodium assembly', 'postsynaptic membrane assembly', 'positive regulation of protein localization to synapse', 'positive regulation of excitatory postsynaptic potential', 'positive regulation of synaptic transmission, glutamatergic', 'filopodium tip']",4,1,5,2,2
135,PICALM,"['positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process', 'positive regulation of GTPase activity', 'synaptic vesicle', 'hemopoiesis', 'extrinsic component of presynaptic endocytic zone membrane', 'postsynaptic membrane', 'clathrin coat assembly', 'dendrite morphogenesis', 'synaptic vesicle budding from presynaptic endocytic zone membrane', 'negative regulation of receptor-mediated endocytosis', 'endosome to plasma membrane transport vesicle', 'neurofibrillary tangle', 'intrinsic component of membrane', '1-phosphatidylinositol binding', 'AP-2 adaptor complex', 'cadherin binding', 'negative regulation of protein localization to cell surface', 'perinuclear region of cytoplasm', 'nucleus', 'synaptic vesicle maturation', 'receptor internalization', 'negative regulation of protein localization to plasma membrane', 'negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process', 'cytosol', 'positive regulation of neuron death', 'cell surface', 'amyloid-beta clearance by transcytosis', 'early endosome', 'Golgi apparatus', 'regulation of vesicle size', 'negative regulation of gene expression', 'Rab GTPase binding', 'SNARE binding', 'amyloid-beta binding', 'modulation of age-related behavioral decline', 'learning or memory', 'membrane bending', 'clathrin-coated pit assembly', 'clathrin-dependent endocytosis', 'vesicle cargo loading', 'phosphatidylinositol-4,5-bisphosphate binding', 'tau protein binding', 'low-density lipoprotein particle receptor binding', 'positive regulation of amyloid-beta formation', 'iron ion import across plasma membrane', 'neuronal cell body', 'clathrin heavy chain binding', 'axonogenesis', 'endosomal transport', 'positive regulation of transcription, DNA-templated']",0,2,1,3,1
136,ACTG1,"['plasma membrane', 'synaptic vesicle endocytosis', 'calyx of Held', 'ephrin receptor signaling pathway', 'blood microparticle', 'Schaffer collateral - CA1 synapse', 'structural constituent of postsynaptic actin cytoskeleton', 'cell junction assembly', 'nucleus', 'focal adhesion', 'postsynaptic actin cytoskeleton', 'platelet aggregation', 'cytosol', 'myofibril', 'dense body', 'phagocytic vesicle', 'sarcomere organization', 'postsynaptic actin cytoskeleton organization', 'ATP binding', 'response to calcium ion', 'cellular response to interferon-gamma', 'membrane organization', 'extracellular exosome', 'response to mechanical stimulus', 'filamentous actin', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'ubiquitin protein ligase binding', 'retina homeostasis', 'identical protein binding', 'profilin binding', 'presynaptic actin cytoskeleton']",3,0,5,1,0
137,EXOC3,"['perinuclear region of cytoplasm', 'Golgi apparatus', 'exocytosis', 'growth cone', 'presynaptic membrane', 'exocyst localization', 'SNARE binding', 'cytosol', 'secretory granule membrane', 'midbody', 'exocyst', 'cadherin binding', 'protein transport']",0,2,0,1,1
138,RAPGEF4,"['regulation of exocytosis', 'plasma membrane', 'hippocampal mossy fiber to CA3 synapse', 'Ras guanyl-nucleotide exchange factor activity', 'calcium-ion regulated exocytosis', 'regulation of insulin secretion', 'cytosol', 'small GTPase mediated signal transduction', 'regulation of synaptic vesicle cycle', 'G protein-coupled receptor signaling pathway', 'cAMP binding', 'cAMP-mediated signaling']",3,0,0,1,0
139,ATP1A2,"['cellular response to steroid hormone stimulus', 'caveola', 'cellular response to mechanical stimulus', 'regulation of respiratory gaseous exchange by neurological system process', 'ATP hydrolysis coupled proton transport', 'regulation of glutamate uptake involved in transmission of nerve impulse', 'regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'negative regulation of striated muscle contraction', 'T-tubule', 'extracellular vesicle', 'potassium ion import across plasma membrane', 'sodium:potassium-exchanging ATPase complex', 'chaperone binding', 'relaxation of cardiac muscle', 'cellular potassium ion homeostasis', 'negative regulation of cytosolic calcium ion concentration', 'ATP metabolic process', 'negative regulation of calcium:sodium antiporter activity', 'regulation of the force of heart contraction', 'regulation of cardiac conduction', 'adult locomotory behavior', 'locomotion', 'cell communication by electrical coupling involved in cardiac conduction', 'response to glycoside', 'sodium ion export across plasma membrane', 'cellular sodium ion homeostasis', 'intercalated disc', 'potassium ion binding', 'establishment or maintenance of transmembrane electrochemical gradient', 'membrane depolarization during cardiac muscle cell action potential', 'membrane repolarization', 'visual learning', 'regulation of vasoconstriction', 'ATP binding', 'regulation of blood pressure', 'regulation of cardiac muscle cell contraction', 'regulation of synaptic transmission, glutamatergic', 'regulation of smooth muscle contraction', 'dendritic spine', 'sodium ion binding', 'negative regulation of heart contraction', 'sodium:potassium-exchanging ATPase activity', 'steroid hormone binding', 'response to nicotine', 'endosome']",2,2,0,3,0
140,RAB35,"['cellular response to nerve growth factor stimulus', 'mitotic cytokinesis', 'GTP binding', 'plasma membrane to endosome transport', 'intracellular protein transport', 'intercellular bridge', 'GDP binding', 'cytosol', 'cell projection membrane', 'clathrin-coated pit', 'melanosome', 'GTPase activity', 'clathrin-coated endocytic vesicle', 'Golgi membrane', 'recycling endosome membrane', 'protein binding', 'antigen processing and presentation', 'Rab protein signal transduction', 'extracellular exosome', 'anchored component of synaptic vesicle membrane', 'neuron projection development', 'clathrin-coated vesicle membrane', 'phosphatidylinositol-4,5-bisphosphate binding', 'protein localization to endosome', 'endocytic recycling']",3,2,0,3,2
